id,comments,label,sentiment
2458,Dolaba asarken sıkıntı yaşıyorum büyük gelıyor,,Neutral
2459,Fazla kullanışlı bir ürün değil özellikle pantolonlar için çünkü sağa sola yamuluyor,,Positive
2460,Her askı borusuna uygun değil dikkat edilmeli sipariş verirken,,Neutral
2461,Ben şallarımı asmak için kullanıyorum fakat pek pratik olmadı. Pantolon için de olacağını zannetmiyorum. Sanki yaylanıyormuş gibi hissettiriyor.,,Neutral
2462,Pantolonlara asla olmuyor yamuluyor ben kemer atkı için falan kullandım,,Neutral
2463,Krom olarak gözüküyor fotoğraflarda ama maalesef değil,,Neutral
2464,"Ürünün ucunda plastik kapakların olmadığına dikkat etmemişim, bu yüzden beğenmedim",,Negative
2465,ürün güzel ama askı borusu dolabın çok üstünde olanlar için uygun değil. ben asamadım :(,,Positive
2466,Fotoğrafta göründüğü gibi değil. Demirler daha ince 3-4 tane pantalon asınca esnemeye başlıyor Begensem 2-3 tane daha alacaktım. vazgeçtim,,Neutral
2467,Çok çabuk eğilip bükülüyor ve demir uçları sanırım düzeltilmemiş takılma yapıyor.,,Neutral
2468,İnce bir demir olduğu için bükülebiliyor ona göre sipariş verin ben beğendim,,Positive
2469,fotodaki gibi sert durmuyor pantolon asınca şişler yamuluyyor,,Neutral
2470,ilk aldigimda iyidi ama suan demirlerin arasi ayrilmaya basladi,,Positive
2471,gelen ürün ile fotoğraftaki ürünün alakası yok maalesef incecik 2 pantolon astım aşağıya sarkmış durumda,,Neutral
2472,Çok kullanışlı bulmadım zorla üç pantolon giriyor insan bayağı zorlanıyor koyarken,,Positive
2473,kumaş pantolonlar için uygun bence jeanlerde biraz sıkıntılı,,Neutral
2474,Ürün çok kaliteli değil iki pantolonla yamuldu  sadece kargo poşetine koymuşlar,,Positive
2475,kalitesini beğenmedim iade,,Negative
2476,Güzel ama çok pantolon olmuyor birini alırken diğeri öbür uçtan düşüyor. Bir de fotoğraflarda askı ucu için bir aparat var herkeste bende yok elimi çizdi ucu. Üzdü,,Positive
2477,Pantolonu astıktan sonra askı esnememe yaptı demir aşağı doğru yamuldu fazla ağırlık tartamıyor.,,Neutral
2478,3 pantolon koyduktan sonra yaylanıyor.,,Neutral
2479,yani guzel ama pantolonları koyunca sanki sarkma yaoacak gibi,,Neutral
2480,ürün sadece kumaş pantalon kullanımına uygun kot pantolon asildiginda aşağı doğru açılma oluyor .,,Neutral
2481,Urun 3 pantolon asilinca yamultu acildi hemen daha dayanikli sanmistim,,Neutral
2482,biraz eğri geldi ama kullanışlı.,,Positive
2483,Defalarca askı aldım ilk kez askıya takılmayan askı ile karşılaştım. Ürün sorunsuz çok iyi çok güzel buraya kadar tamamız ama dolabımızın askı kısmına kesinlikle takılmıyor yalnızca komple bütün kıyafetleri çıkarıp metal kısmına her zaman sabit kalacak şekilde yerleştirebiliriz başka türlü kullanımı mümkün değil…Gerçekten işe yarayacagını düşünerek,,Positive
2484,çelik kalınlığı biraz daha artırılmalı. üç pantolon koyunca sarkma oluyor.,,Neutral
2485,kullanışlı ama biraz küflü geldi malzemesinden sıkıntı var,,Positive
2486,güzel ürün fakat kıyafet astıkça demirler çöküyor,,Positive
2487,pantolonların dağınık olmaması için kullanışlı bir ürün,,Positive
2488,Beklediğimden daha güzel ve daha kaliteli teşekkür ederim buket yıldırım ,,Positive
2489,2 kullanımda koptu asla tavsiye etmiyorum,,Neutral
2490,asiri küçükler.,,Neutral
2491,çok harika bayıldım,,Positive
2492,hemen karardı hiç güzel değil,,Positive
2493,çok kötü yanlış ürün gönderdiler,,Negative
2494,yanlış ürün gönderildi benim istediğim bileklik ile alakasız iade olacak malesef beğenmedim,,Negative
2495,Hiç beğenmedim kırık geldi,,Negative
2496,Almayın .cox incə.qırıldı,,Negative
2497,Duruşu güzel ama hemen karardı 2gün bile takamadım. Hiç tavsiye etmem,,Positive
2498,ilk bir kaç gün guzel sonra soldu bayaa,,Neutral
2499,aşırı dandik,,Negative
2500,çok kötü sakın almayın zaten siparişinizin dışında ürün gönderiyorlar kafalarına göre,,Negative
2501,Yalnış göndərilib.,,Neutral
2502,Ürünü yanlış göndermişler böyle bir şey olamaz bu yaptığınız insanları kandırmak kesinlikle almayın!!!!,,Negative
2503,Yani bu ürünün gelen ürünle alakası nedir beklediğim gibi gelmedi hayal kırıklığı ama ambalajı açıldığı için iade yapamıyorum ,,Negative
2504,yalnış urun gonderibler!,,Neutral
2505,ilk taktığım gün koptu,,Neutral
2506,Görselle hiçbir şekilde alakası olmayan ürünler gönderilmiş bari biri dördünden biri aynısı olsaydı,,Neutral
2507,sipariş ettigimden alakasız bı ürün geldi.iade,,Negative
2508,"Bunu sipariş ettim gelen, ne olduğu belirsiz bilezikler. Paketleme her şey çok kötü",,Negative
2509,abi 4lü siparis etmistim iki tane sacma sapan geldi igrenc ya,,Neutral
2510,sipariş ettiğim ürün gelmedi. yanlış ürün,,Neutral
2511,aynı  ürün gelmedi,,Neutral
2512,İki ürün aldım ikiside farklı geldi görseldi kiyle alakası yok kargoyla uğraşmak istemediğim için iade etmiyorum,,Negative
2513,yukarıdaki ürünü istemiştim yaprak bileziği için kolyesini aldım takım yapacaktım.Attıgım Fotoğraftaki alakasız incecik ürünler geldi.Birdaha alışveriş yapmam.Kafalarina göre ürün koymuşlar kalitesi sıfır,,Neutral
2514,siparis ettigim urunle gelen urunun alakasi yok lutfen daha dikkatli olur musunuz bizde yanlis urun alip magdur olmak istemiyoruz daha ozenli olun kesinlikle,,Neutral
2515,ÜRÜN GÖRSELDEKİNDEN ÇOK FARKLI GELDİ. 1 ADET GELDİ. kargo ile uğraşmak istemediğim için iade etmedim.,,Negative
2516,8 adet aldım 7 adet gönderildi ve tamamen farklı ürünler gönderildi.,,Neutral
2517,Görseldeki üründen sipariş verdim başka ürün gönderilmiş.,,Neutral
2518,Hiç memnun kalmadım görseldeki gibi gelmedi.,,Positive
2519,beklediğimden farklı bir ürün elime ulaştı,,Neutral
2520,Ben bunu istememe rağmen başka göndermişler onları da beğendim ama benim siparişim bu değildi,,Positive
2521,Satıcı seçtiğim bütün ürünleri yanlış göndermiş rastgele atılmış gibi kaliteside orta ayar yani,,Neutral
2522,Seçtiğim üründen farklı ürün gönderilmiş. Bir bileklik bile uyuşmuyor hepsi ayrı ,,Neutral
2523,Gorundugu  gıbı gelmedı,,Neutral
2524,Asla tavsiye etmiyorum ucuz diye bütün ince bileklikleri göndermişler görselle asla alakası yok eminim 1-3 takmadan sonra kararırda.,,Neutral
2525,Rezilliğin daniskası,,Neutral
2526,Yanlış ürün,,Neutral
2527,çok cabuk kararıyorlar,,Neutral
2528,yanlış ürün gönderimi yaptılar alakasız tenekeden bozma bir takım ürünler geldi dalga geçer gibi.,,Neutral
2529,çok kötü resimdeki gibi tam gelmiyor farklı gönderiyorlar,,Negative
2530,ürün ıncecik ben beğenmedim,,Negative
2531,yanlış ürün geldi,,Neutral
2532,aynı üründen 3 tane gelmiş aldıklarım ile alakası yok,,Neutral
2533,altın kaplama istemiştik bu geldi mağdurum yardımcı olun lütfen,,Neutral
2534,Bu gelenle resimdekinin ne alakası var Allah aşkına iade.,,Negative
2535,ürünler güzel ama soyulma yapiyo kararı pek beğenmedim güzel değil,,Positive
2536,ürün istediğim gibi gelmedi,,Neutral
2537,aldığım ürünün aynısı gelmedi malesef,,Neutral
2538,Yanlış ürün geldi görselle tam olarak aynı değil 2 tanesi de aynı bileklik,,Neutral
2539,cocuk bilekliği gibi hiç güzel değil yetişkin icin,,Positive
2540,asla almayın ikinci gün koptu çok ince,,Negative
2541,Hemen koptular,,Neutral
2542,keşke biraz daha küçük ve kalitesiz yapsaydiniz bebek bileğimi düşündünüz yaparken?,,Negative
2543,Hemen koptu alır almaz ,,Neutral
2544,"kırıklıydı, küçük toplar fotoğraftaki aynı değil ve ,bileziği açamıyorum,taş gibi ,çok kötü , bide çok küçük ,arkadaşıma hediye olacaktı ama çöpe attım, hiç almayın",,Negative
2545,hiç iyiii çıkmadıı,,Positive
2546,malesef beğenemedin,,Neutral
2547,Tavsiye etmiyorum. Satıcı çok ilgisiz.,,Negative
2548,hiç beğenmedim vallahi iki günde koptu çok kötüydü bir yıldızı bile hak etmiyor  birde renk olarakta,,Negative
2549,"Çözerken iki tanesi elimde kaldı,kalitesiz",,Negative
2550,beğenmedim,,Negative
2551,"hemen karardı, çok kötü almayin",,Negative
2552,Begenmedim görselle rengi aynı degil,,Neutral
2553,hic beğenmedim hemen koptu,,Negative
2554,asla almayın aldırmayın çok kötü rengi attı rezalet,,Negative
2555,hepsi birbirinden beter,,Neutral
2556,Ürün kırık geldi satıcıyla iletişime geçmeme rağmen yardımcı olmak için hiç bişey yapmadılar. Tamamen hayal kırıklığı,,Negative
2557,begenemedim.kucucuk bir şey. 4 u 1 şey etmez. gözükmüyor. param cop,,Neutral
2558,Kesinlikle almayın hemen rengini attı,,Negative
2559,Kesinlikle almayın hiç bir işe yaramıyor,,Negative
2560,Çok kötü.,,Negative
2561,Hemen koptu almayın bence,,Negative
2562,Hemen koptu çok dandik,,Negative
2563,Kendiniz daha kalitelisini yapabilirsiniz ,,Positive
2564,Tavsiye etmiyorum..,,Neutral
2565,"Çok kalitesiz, tavsiye etmiyorum.",,Negative
2566,cok yazik parama,,Neutral
2567,cok kalitesiz hemen koptu 22 liraya ne beklersin zaten almayın diyorum,,Negative
2568,üzülerek söylüyorum renkleri atıyor onun dışında sağlam ve güzel,,Positive
2569,almayın birgünde kopdu,,Negative
2570,bu fıyata bu olur kardı hemen,,Neutral
2571,hiç tavsiye etmiyorum çok kötü sırf kalın olan için almıştım hem incecik hemde kırık geldi resmen ince iki taneyi birleştirip bir takma yerine takmışlar,,Negative
2572,Bir haftA kullandım ürün hemen soldu asla tavsiye etmiyorum,,Neutral
2573,özensiz paketleme rezil ürünler.. tavsiye etmiyorum beş para etmez,,Neutral
2574,ürün kararmaz dediler kapkara oldu,,Neutral
2575,"Çok ucuz kalitesiz, tavsiye etmiyorum, marketlerdeki takılar daha kaliteli emin olun. Param çöp oldu, almayın yazık günah.",,Negative
2576,inanılmaz basit kullanışsiz,,Positive
2577,dandik bir ürün karardı ve hemen kopuyor,,Negative
2578,"Taktıktan 1 hafta sonra yeşil bir renk aldı karardı tuhaf oldu ya çöpe attım, kötü ürün 👎🏻",,Negative
2579,gayet özensiz paketle yollanmıs yani birşey demiyorum,,Neutral
2580,İncecik bişey geldi beğenmedim,,Negative
2581,Çok kalitesiz taktığım an hepsi koptu tavsiye etmiyorum..,,Negative
2582,Anneler günü için aldım çok hoş çok da güzel paketlenmişti teşekkürler,,Positive
2583,5 para etmez bir ürün. ayrıva bilekliğin teki kopuk geldi. yazıklar olsun. kesinlikle tercih etmeyin,,Neutral
2584,Beyenemedim,,Neutral
2585,Görseldeki kadar kaliteli değil dah basit,,Positive
2586,Elimden koptu nasıl satış yapıyor sunız siz,,Neutral
2587,Paketleme özentisiz,,Neutral
2588,paketleme çok kötüydü. açar açmaz iade ettim. bu paketleme şekli müşteriye hakarettir.,,Negative
2589,Kopuk geldi,,Neutral
2590,Karardı hepsi,,Neutral
2591,güzel ama kalite olarak hiç güzel değil taktığım gibi koptu,,Positive
2592,hiç beğenmedim göründüğü gibi değil çocuk bekligi gibi yaşka gibi ya,,Negative
2593,çocuk oyuncağı gibi hiç bir ağırlığı yok,,Neutral
2594,aşırı kalitesiz daha takarken kopuyo bı puan bile fazla,,Negative
2595,ürün 1 aydır sipariş vermişim hala  bana ulaşmayıb ben elimde olmayan ürün için nasıl deyerlendirme yapayım lütfen bununla ilgilenin,,Neutral
2596,Paranız boşa gitsin istiyorsanız alın,,Neutral
2597,saçma sapan swy,,Neutral
2598,kopuk ve rengi kararmış geldi,,Neutral
2599,hemen kararıyor ve göründüğünden baya ince geliyor,,Neutral
2600,hələdə gözləyirəm.  hələ mənə çatmayıb,,Neutral
2601,hemen koptular ve karardilar.,,Neutral
2602,Göründüğü gibi büyük değiller çok inceler ben büyük sandım,,Neutral
2603,Ürün gelmedi,,Neutral
2604,karardı ve sürekli kopuyor .,,Neutral
2605,Hemen karardı almayın,,Negative
2606,"incecik ve kalitesiz,iadeyle uğraşmadım.",,Negative
2607,Ürünler kararıyor gereksiz,,Neutral
2608,Kötü kalıtesız ince renkleri gitti,,Negative
2609,ürünüm teslim edilmedi!!!!,,Neutral
2610,Çok  kötü hemen koptu takar takmaz,,Negative
2611,bize ulaşmadi malesef. niye teslim ettik diyorlar anlamiyorum,,Neutral
2612,Ürün əlimə gəlməyib 1 aydı İtib batıb sifarişim.Gələndə yazaram yenə.,,Neutral
2613,cok güzel ama bilesiniz inceye alın bebek bileziği gibi geldi bide resimde büyük duruyor ama geldiğinde incecik biseydi kargoyla uğraşamam diye 5 yasindaki kizima taktım .,,Positive
2614,Erken karardı,,Neutral
2615,Çok özensiz amabalaj. Ayrı ayrı siparişler olmasına rağmen. Üstelik bir takı kırık geldi.  Geri göndermeyle filanda uğraşmayacağım. Yazık.,,Negative
2616,soldu renkleri hiç güzel çikmadi,,Positive
2617,Aldığı parayı hak ettiği düşünmüyorum kötü,,Negative
2618,2 gunde karardi,,Neutral
2619,Bu fiyata iyi adi duruyor,,Positive
2620,Asla begenmedim görundugu gıbı degil asla oyuncak gıbı duruyor resmen,,Neutral
2621,fotoğraftakinden çok çok farklı geldi ve ben 4 tane sipariş verdim ama 2 tane geldi,,Neutral
2622,ne yazık ki bu bileklikler sen 10 adet sipariş verdim on tanesi de farklı geldii maalesef ki,,Neutral
2623,yeşil yeşil yaptı tenimi 2 gun kullanimda :(,,Neutral
2624,2 günde kararma yaptı suya temas ettiğinde de kararma oluyor sadece kimyasal değil,,Neutral
2625,ürünü bu ürünle birlikte iki sipariş üzerinden verdim ve bana sadece tek ürün yolladılar çok beğenerek istemiştim ama maalesef karşılığına alamadım,,Neutral
2626,para boşa gidiyor hemen kararıyor,,Neutral
2627,Saçma sapan bir zincir geldi çok kötü,,Negative
2628,beğenemedim öndeki ürünün rengi şimdiden gitmiş 1-2 takmaya kalmaz yeşile dönüp bilekte renk bırakır bu,,Neutral
2629,fotoğraftaki gibi gelmedi hiç begenmedim,,Neutral
2630,Ürün ilk aldığımda güzeldi 3 günde karardı beğenmedim,,Neutral
2631,Ürünüm bana değil başkasına gitti bu ne rezillik param boşa gitti sizi Allah nasıl biliyorsa öyle yapsın kargomun baştan gönderilmesini istiyorum,,Neutral
2632,pazarda daha güzeli vardır. tavsiye etmiyorum,,Positive
2633,"Ürünler görseldeki gibi değil!! Paketleme özensiz, bir kutunun içine doldurup göndermişler…",,Neutral
2634,göründüğü gibi değil çok dandik Bir ürün...,,Negative
2635,Ucuz ve kalitesiz ürünler tek kullanımlık alınmaz,,Negative
2636,kesinlikle tavsiye etmem okadar kucuk ki 5 6 yas cocuklara ancak olur,,Neutral
2637,ürün güzel ama bir tanesi kırık grldi,,Neutral
2638,boncukları aşırı dandik duruyor sırf boncukları için beğenip almak istemiştim ama resimdekinden farklı model geldi,,Negative
2639,Ürün resimde göründüğü gibi geldi. Çok güzel ve şık duruyor. Kıyafetlerle güzel kombinlenebilcek takılar. Teşekkürler. Düzeltme renk atıyor.,,Positive
2640,Yanlış ürün gönderip asla ilgilenip telafi etmiyorlar kesinlikle alışveriş yapmayın,,Neutral
2641,gorseldeki ürün kesinlikle değildi aldigima pişman oldum çok kötü,,Negative
2642,renk aninda atiyo hemen kopup karariyo 5lira etmez,,Neutral
2643,hemen soldu,,Neutral
2644,bu üründen sipariş verdim ama farklı ürün gönderler.yardımcı olmalarını istedim ne aldıysanız onu gönderdik dediler.bir yıldızı bile hak etmiyor.Umursamaz bir satıcı .Kesinkle almayın ürünün görseline,,Negative
2645,hem eksik hem bambaska bisey göndermişler sakin bu sayfadan almayin,,Negative
2646,ürünüm eksik  ve yanlış geldi,,Negative
2647,Satıcı ilgisiz ürün kötü kalitede kararmaz vs durumu gerçek değil 1 günde kararma yaptı her hangi bir deterjan vs değmemesine rağmen sadece su temasıyla ben karardığı için iade ediyorum 👎🏻,,Negative
2648,güzel kaliteli fakat çok küçükler çocuklara göre ayarlanmış sanki bilegime hiç biri olmadı,,Positive
2649,Ürünümü bir türlü açamıyoruz o kadar sert ki,,Neutral
2650,Ürüne 4 lü yazmışlar bana ikili geldi bende kutuyu açtım taktım sonradan farkettim iki ürünü eksik olduğunu iade edıcem hiç memnun kalmadım işi düzgün yapmıyorsunuuz,,Negative
2651,Ürünler hepsi eksik geldi nasıl saçmalık bu ya,,Negative
2652,Çok küçük bileğime olmadı ölçüleri sipariş de yazmıyor,,Neutral
2653,renk atmaz yazio ama basbayağı attı yane niye doğruları yazmiyorlar anlamıyorum almayın,,Negative
2654,Eskik geldi,,Neutral
2655,ürün metal bile değil plastik. Samanyolu zincir olanın boyutu fotoğraftakinden küçük. para israfı,,Neutral
2656,Çok merak ediyorum kopuk ürünleri bendemi denediniz paramda çöp oldu aldıklarımda ziyan oldu,,Neutral
2657,Ürün alerji yaptı koptu zaten bu fiyata çok birsey beklenemez,,Neutral
2658,Önermiyorum ucuz ama iki kullanmaya çöp oldu. Çöpe attığım için foto ekleyemiyorum,,Neutral
2659,Çok dandik ve küçük göründüğü gibi değil,,Negative
2660,bukadar kalitesizini de görmemiştim,,Negative
2661,merhabalar.urun cok dandik geldi.sade bir sey.lutfen paramizi iade edin.muncuklari pandora deyil.plastikdir,,Negative
2662,Yanlış ürün gönderdiler benim aldığım ile bu ne alaka ?,,Neutral
2663,Gelen ürünle alakası yok,,Neutral
2664,Aldıklarıma gönderdiklerinin alakası yok bir daha tercih etmeyeceğim bir satıcı,,Neutral
2665,"Çok basit duruyor, iade",,Negative
2666,Sipariş ettiğimden farklı bileklerim geldi çoklu bileklerimi tek tek geldi kesinlikle önermiyorum,,Neutral
2667,5 adet sipariş verdim sadece 1 tane elime geldi,,Neutral
2668,ùrun yanlish geldiyi ucun qiymetlendire bilmedim.,,Positive
2669,İstediğim ürün gönderilmedi,,Neutral
2670,Asla resimdeki gibi değil,,Neutral
2671,Renk atmaz denilen ürünün 9 gün kullanımdan sonra ki hali,,Neutral
2672,eksik ve görselle alakasız gönderildi,,Negative
2673,bebegin eline göre resim koyun kandirmayin insanlari hiç kalite yok resime aldandim,,Neutral
2674,Bana gelen ürün tamam farklı.Hemde çok küçük hiç almayın.4ünü birge kulansaz bile gözükmüyo,,Negative
2675,Ürün gelmedi ki,,Neutral
2676,Resimle alakasız,,Neutral
2677,Yanlış urun göndermişler geri dönüş yapılıcak dediler bır hafta geçti,,Neutral
2678,Üç bilezikten sadece biri geldi,,Neutral
2679,görseldeki gelmedi farkli model geldi ugrasmakk istemedigim icin biraktim,,Neutral
2680,ürünüm yanlış geldi,,Neutral
2681,Hiç alakası olmayan bir ürün gönderdiler yeni parçayı da tedarik edemiyorlarmış neyse kalsın dedim ve bileklik 2. Kullanımda koptu,,Neutral
2682,Yanlış gönderilmiş istediğimle gelen aynı değil ve hiç fotoğraflarda göründüğü gibi değil.renkleri çok kötü,,Negative
2683,aşırı kötü bir üründü bilekliklerin çoğu yırtılmış ve bozuk gelmiş hiç memnun kalmadım hakkım helal değil,,Negative
2684,Ürün göründüğü gibi gönderilmemiş üzgünüm,,Neutral
2685,yanlış ürün gönderimi alakası yok bu ürünle,,Neutral
2686,yanlıs ürün geldı,,Neutral
2687,Farklı bileklik gönderildi,,Neutral
2688,verdiğim siparişten çok farklı geldi hiç güzel değil,,Positive
2689,"Sipariş verdiğim üründen alakasız bambaşka bir ürün gönderilmiş.Stokta olmayan ürün yerine başka ürün göndermektense iptal edilse sipariş,bizde iade işlemleriyle uğraşmasak daha güzel olurdu.",,Neutral
2690,Şekilde top top olan bileklikte 6 büyük top varken bana gelende 10 küçük top var. Ayrıca en baştaki iç içe geçmiş halkalı olan fotoda büyük dururken gelen bileklik küçücük halkalı. Ortada duram balıksırtı model ise hemen kopacak gibi. Ne yazıkki iade edeceğim.,,Negative
2691,aldığım ürünle gelen ürün alakasız,,Neutral
2692,Farklı ürünler alakası yok,,Neutral
2693,siparişim bu ama bana gelen bileklik farklı .çok sacma,,Neutral
2694,ürünlerimiz elimize bugün ulaştı ama resimdeki gibi ayniisi değil?,,Neutral
2695,Çok kalitesiz hiç göründüğü gibi değil,,Negative
2696,kusurlu ürün geldi birde garantili ürün diyorsunuz  sadece  gösteriş başka bir şey yok ve soru cevap bölümünde de  bunu kabul etmiyorsunuz,,Negative
2697,Siparişimdeki ürünle gönderilen ürün farklı teessüf ederim.,,Positive
2698,Stok yapacamm çok beğendimmm,,Positive
2699,Kızım için aldım guzel,,Neutral
2700,gayet şık bir görünüm elde edebilirsiniz,,Positive
2701,Güzel arkadaşıma aldım begendi,,Positive
2702,hediye aldım çok beğenildi ,,Neutral
2703,ben çok beğendim çok güzel kargo hızlı ve iyi sağlam geldi. almak isteyen varsa tavsiye ederim. hediye olarak da alınabilir çok şık duruyor kesinlikle. inşallah yazdıkları gibi renk atmaz çünkü çok beğendim. gerçekten güzel ayrıca satıcıya çok teşekkür ederim çok güzel farklı bir model bileklik de hediye koymuşlar kutuya o da çok çok güzel tekrar t,,Positive
2704,hediye olarak aldık güzel,,Positive
2705,eşim için aldım gayet güzel ve beğenildi,,Positive
2706,indirimdeyken aldım.hoş gözüküyorlar,,Positive
2707,Kombin güzel,,Positive
2708,güzel beyendim indirimden aldım,,Positive
2709,kendime aldim. cok guzel. ellerime daha guzel oldu.,,Neutral
2710,Bileğime küçük geldi. Ama hediye ettiklerim mutlu oldular. ,,Neutral
2711,çok güzel teşekkür ederim,,Positive
2712,güzel ürün tavsiye ederim eşime aldim,,Positive
2713,anneme aldim cok severek kullanıyor,,Neutral
2714,cok hos duruyolar severek kullanıyorm,,Neutral
2715,cok guzel çok beğendim hediyelikde almayı düşünüyorum,,Positive
2716,çok şıklar,,Positive
2717,çok şık duruyor,,Positive
2718,"fena değil, hepsi birlikte çok kaba durdu. ayrı ayrı kullanıyorum",,Neutral
2719,arkadaşıma hediye aldım çok begendi,,Neutral
2720,Çok şık ve hoş duruyor bileğimde,,Positive
2721,Baya indirim de aldım bu kadar iyi çıkacağını tahmin etmiyordum ama sevdim güzel rengi de normal şık güzel beğendim,,Positive
2722,rengi solmuyu bence fiyatı da çok uygun anneler günün de alınabilir bir hediye bence,,Neutral
2723,"kızıma hediye aldım çok beğendi, teşekkürler",,Positive
2724,çok güzeller,,Positive
2725,Çok güzel beğendim,,Positive
2726,Guzell zarif begendim,,Neutral
2727,Fena degıl bu fiyata ancak dıyorum oyuzden tesekkur ederım,,Neutral
2728,parçalar zarif,,Neutral
2729,beğenerek aldım güzel duruyolar,,Positive
2730,görümcem le birlikte sipariş verdim çok güzel ve kullanışlı tavsiye ediyorum rengi hiç gitmiyor,,Positive
2731,Gürünüşü çok güzel,,Positive
2732,Ürünü indirimdeyken aldım şimdilik güzel,,Positive
2733,Güzel duruyor,,Positive
2734,ben çok beğenmedim ama seçici olduğum için sanırım kız kardeşim inanılmaz beğendi ürünü kendisine hediye ettim,,Neutral
2735,gayet güzel arkadaşima aldim,,Positive
2736,"Ürün idare eder çok kaliteli birşey beklemeyin bijuteri bileklik günü kurtarır yani, hediye için teşekkürler",,Positive
2737,güzel ürün cokta tatliş,,Positive
2738,ürünü beğendim eşe dosta verdim o derece ama küçük gibi,,Positive
2739,Güzel duruyorlar,,Positive
2740,indirimdeyken aldım kararma yapmadı begendim,,Neutral
2741,Güzel hoşuma gitti,,Positive
2742,ürün elimize ulaştı çok memnun kaldım paketlemede çok güzel,,Positive
2743,Güzel beğendim teşekkürler kargoda sağlam ulaştı elime ,,Positive
2744,çok şık ama çabuk dolaşıyor bir birine,,Positive
2745,Bilekte hos duruyor,,Neutral
2746,hoş duruyor,,Positive
2747,çok şık duruyor gayet güzel kombin,,Positive
2748,fena değil,,Neutral
2749,Cok guzeller,,Neutral
2750,İndirimde aldım 27 TL ye bence gayet güzel fiyatına göre ama yanlış gönderilmiş gördüğümüz ürünle gelen ürün arasında dağlar kadar fark var keşke gösterilen ürün ü gönderseydiniz bunun için sipariş vermiştik ordan kırdım 1 puan ı,,Positive
2751,güzel görünüyor teşekkürler,,Positive
2752,Hediye paketi istediğim halde göndermediler aynı anda 5 ürün aldım bir kutu ile gönderdiler ve üzerinde fiyatları yazıyordu,,Neutral
2753,güzel duruyor,,Positive
2754,sevdim güzel,,Positive
2755,güzel duruyor ,,Positive
2756,çok şık çok güzeller,,Positive
2757,Özenle paketlenmiş güzel,,Positive
2758,Tesekkurler iyi. Ama kycucuk,,Positive
2759,Çok güzel beğendim,,Positive
2760,Güzel gözüküyor kararma yaparsa yorumumu güncellerim,,Positive
2761,görüldüğü gibi çok beğenerek 5 tane  hediye aldım çok çabuk rengi soldu arkadaşıminkide koptu üzüldüm,,Neutral
2762,cox gozel coxda sik her kes cok beyndi,,Neutral
2763,güzel yakışmış yeğenime,,Positive
2764,gayet hoş ,,Positive
2765,kendim için aldim çok beyendim,,Neutral
2766,beğendim şık,,Positive
2767,Çok güzelllll,,Positive
2768,Güzel ürün beğendin,,Positive
2769,çok beğendim ama keşke hediye de ekleseydiniz :(,,Positive
2770,"Fena değil, görünüşü güzel inşallah kullandıkça ve suyla temasta renk atmaz.",,Positive
2771,güzel bir model,,Positive
2772,beğendim teşekkürler,,Positive
2773,çok güzel geldi,,Positive
2774,çok güzel bir ürün severek kullanıyorum paketlemede gayet iyi,,Positive
2775,aldim satdim tesekkurler)),,Neutral
2776,Çok şık beğendim. benim bileğim kalındır ve 3 tür dolandı.  mıknatıslı olduğu için tak çıkar pratik.,,Positive
2777,"paketleme gayet özenliydi, öneriyorum",,Neutral
2778,çok beyendim hizli kargo,,Neutral
2779,Takmadım daha ama hoş duruyor,,Positive
2780,Paketleme daha iyi olabilirdi.,,Positive
2781,Çok güzeller,,Positive
2782,güzel ürün,,Positive
2783,Gayet iyi görünüyor,,Positive
2784,anneme almıştım renkleri  begenemedik,,Neutral
2785,Beğendim hızlı bir şekilde geldi,,Positive
2786,gayet şıktı,,Positive
2787,1 puanı özensiz paketlemeden kırdım kutusu kötü durumdaydı ama ürünler sağlam ulaştı elime ve gayet güzeller,,Positive
2788,fena sayılmaz fiyata göre güzel,,Positive
2789,Fazla basit gözüküyor fiyatına göre normal,,Neutral
2790,cok güzel  çok hoş,,Positive
2791,beğendimmm,,Positive
2792,güzel geldi beğendim hediye aldım rengi fotoda soluk çıkmış ama öyle değil gayet canlı inşallah kararma yapmaz,,Positive
2793,Teşekkür ediyorum kısa sürede geldi beğendim güzel,,Positive
2794,Satıcıdan dolayı 1puan kırdım. Özensiz şekilde göndermiş,,Neutral
2795,Çok begendim,,Neutral
2796,güzel beğendim,,Positive
2797,renk atmazsa kombin yapıp takacağım şeyler baya şıklar,,Positive
2798,Paketleme özenliydi lakin benim bileğim incedir bu bana bile küçük oldu bilek stüne gitmiyor beğenmedim kime hediye etcem bilemiyorum,,Negative
2799,ürünler çok güzel inşallah kararma yapmaz lar,,Positive
2800,Güzel görünüyor sıkıntısız geldi ama kararır mı zamanla görecez,,Positive
2801,paketleme sorunu dışında ürün çok güzel,,Positive
2802,Güzel beğendim,,Positive
2803,gayet güzeller begendim,,Positive
2804,Çok güzel çok memnun kaldım tavsiye ederim,,Positive
2805,cok guzel ben beyendim . inşallah kararmaz,,Neutral
2806,paketleme haric güzel,,Positive
2807,çok beğendim,,Positive
2808,Arkadasıma hediye olarak aldım taşları farklı onun haricinde iyi,,Positive
2809,Guzel kararabilir ama arada taakılır,,Neutral
2810,fiyat performans,,Positive
2811,kaliteliler guzeller alınabilir fp ürünü,,Positive
2812,Tesekkurler,,Neutral
2813,guzel urun hos duruyor,,Neutral
2814,çok beğendim beklediğimden daha güzel,,Positive
